Year,Measure Type,Leading 10 Ranking,Measure,Group,Subgroup,Estimate Type,Estimate,Standard Error,Lower 95% CI,Upper 95% CI,Reliable
2016,By reason for visit,5,5. Fever,Total,All visits,Visit count,5494000.0,628000.0,4263000.0,6725000.0,Yes
2016,By reason for visit,5,5. Fever,By sex,Female,Visit count,2837000.0,388000.0,2077000.0,3597000.0,Yes
2016,By reason for visit,5,5. Fever,By sex,Male,Visit count,2657000.0,291000.0,2087000.0,3227000.0,Yes
2016,By reason for visit,5,5. Fever,By age,0-17 years old,Visit count,4419000.0,588000.0,3265000.0,5572000.0,Yes
2016,By reason for visit,5,5. Fever,By age,18-44 years old,Visit count,559000.0,107000.0,350000.0,769000.0,Yes
2016,By reason for visit,5,5. Fever,By age,45-64 years old,Visit count,290000.0,64000.0,164000.0,415000.0,Yes
2016,By reason for visit,5,5. Fever,By race/ethnicity,Non-Hispanic white,Visit count,2387000.0,269000.0,1859000.0,2914000.0,Yes
2016,By reason for visit,5,5. Fever,By race/ethnicity,Non-Hispanic black,Visit count,1425000.0,227000.0,980000.0,1869000.0,Yes
2016,By reason for visit,5,5. Fever,By race/ethnicity,Hispanic,Visit count,1485000.0,291000.0,914000.0,2055000.0,Yes
2016,By reason for visit,5,5. Fever,By race/ethnicity,Non-Hispanic other,Visit count,198000.0,52000.0,96000.0,300000.0,Yes
2016,By reason for visit,5,5. Fever,By region,Northeast,Visit count,982000.0,227000.0,536000.0,1428000.0,Yes
2016,By reason for visit,5,5. Fever,By region,Midwest,Visit count,1085000.0,251000.0,593000.0,1576000.0,Yes
2016,By reason for visit,5,5. Fever,By region,South,Visit count,1890000.0,256000.0,1388000.0,2393000.0,Yes
2016,By reason for visit,5,5. Fever,By metropolitan statistical area (MSA),MSA,Visit count,4585000.0,589000.0,3431000.0,5739000.0,Yes
2016,By reason for visit,5,5. Fever,By metropolitan statistical area (MSA),Non-MSA,Visit count,909000.0,242000.0,434000.0,1384000.0,Yes
2016,By reason for visit,5,5. Fever,By primary payment source,Private insurance,Visit count,1100000.0,166000.0,775000.0,1425000.0,Yes
2016,By reason for visit,5,5. Fever,By primary payment source,Medicare,Visit count,231000.0,46000.0,141000.0,320000.0,Yes
2016,By reason for visit,5,5. Fever,By primary payment source,Medicaid,Visit count,2841000.0,343000.0,2169000.0,3513000.0,Yes
2016,By reason for visit,5,5. Fever,By primary payment source,Uninsured,Visit count,250000.0,65000.0,122000.0,378000.0,Yes
2016,By reason for visit,6,"6. Headache, pain in head",Total,All visits,Visit count,4104000.0,359000.0,3401000.0,4806000.0,Yes
2016,By reason for visit,6,"6. Headache, pain in head",By sex,Female,Visit count,2578000.0,251000.0,2087000.0,3070000.0,Yes
2016,By reason for visit,6,"6. Headache, pain in head",By sex,Male,Visit count,1525000.0,168000.0,1197000.0,1854000.0,Yes
2016,By reason for visit,6,"6. Headache, pain in head",By age,0-17 years old,Visit count,621000.0,110000.0,405000.0,837000.0,Yes
2016,By reason for visit,6,"6. Headache, pain in head",By age,18-44 years old,Visit count,2020000.0,196000.0,1635000.0,2405000.0,Yes
2016,By reason for visit,6,"6. Headache, pain in head",By age,45-64 years old,Visit count,1052000.0,138000.0,781000.0,1322000.0,Yes
2016,By reason for visit,6,"6. Headache, pain in head",By age,65+ years old,Visit count,411000.0,76000.0,261000.0,560000.0,Yes
2016,By reason for visit,6,"6. Headache, pain in head",By race/ethnicity,Non-Hispanic white,Visit count,2355000.0,228000.0,1909000.0,2802000.0,Yes
2016,By reason for visit,6,"6. Headache, pain in head",By race/ethnicity,Non-Hispanic black,Visit count,957000.0,165000.0,633000.0,1280000.0,Yes
2016,By reason for visit,6,"6. Headache, pain in head",By race/ethnicity,Hispanic,Visit count,720000.0,153000.0,420000.0,1020000.0,Yes
2016,By reason for visit,6,"6. Headache, pain in head",By region,Northeast,Visit count,640000.0,138000.0,369000.0,911000.0,Yes
2016,By reason for visit,6,"6. Headache, pain in head",By region,Midwest,Visit count,843000.0,103000.0,642000.0,1044000.0,Yes
2016,By reason for visit,6,"6. Headache, pain in head",By region,South,Visit count,1418000.0,170000.0,1084000.0,1752000.0,Yes
2016,By reason for visit,6,"6. Headache, pain in head",By region,West,Visit count,1203000.0,265000.0,684000.0,1721000.0,Yes
2016,By reason for visit,6,"6. Headache, pain in head",By metropolitan statistical area (MSA),MSA,Visit count,3421000.0,353000.0,2728000.0,4114000.0,Yes
2016,By reason for visit,6,"6. Headache, pain in head",By metropolitan statistical area (MSA),Non-MSA,Visit count,683000.0,114000.0,460000.0,905000.0,Yes
2016,By reason for visit,6,"6. Headache, pain in head",By primary payment source,Private insurance,Visit count,1074000.0,132000.0,815000.0,1333000.0,Yes
2016,By reason for visit,6,"6. Headache, pain in head",By primary payment source,Medicare,Visit count,495000.0,84000.0,331000.0,659000.0,Yes
2016,By reason for visit,6,"6. Headache, pain in head",By primary payment source,Medicaid,Visit count,1459000.0,154000.0,1157000.0,1760000.0,Yes
2016,By reason for visit,6,"6. Headache, pain in head",By primary payment source,Uninsured,Visit count,261000.0,61000.0,141000.0,380000.0,Yes
2016,By reason for visit,7,"7. Pain, site not referable to a specific body system",Total,All visits,Visit count,3513000.0,315000.0,2895000.0,4132000.0,Yes
2016,By reason for visit,7,"7. Pain, site not referable to a specific body system",By sex,Female,Visit count,2008000.0,204000.0,1608000.0,2407000.0,Yes
2016,By reason for visit,7,"7. Pain, site not referable to a specific body system",By sex,Male,Visit count,1506000.0,173000.0,1167000.0,1844000.0,Yes
2016,By reason for visit,7,"7. Pain, site not referable to a specific body system",By age,18-44 years old,Visit count,1828000.0,202000.0,1431000.0,2225000.0,Yes
2016,By reason for visit,7,"7. Pain, site not referable to a specific body system",By age,45-64 years old,Visit count,1146000.0,165000.0,823000.0,1470000.0,Yes
2016,By reason for visit,7,"7. Pain, site not referable to a specific body system",By age,65+ years old,Visit count,309000.0,56000.0,199000.0,420000.0,Yes
2016,By reason for visit,7,"7. Pain, site not referable to a specific body system",By race/ethnicity,Non-Hispanic white,Visit count,2334000.0,239000.0,1865000.0,2802000.0,Yes
2016,By reason for visit,7,"7. Pain, site not referable to a specific body system",By race/ethnicity,Non-Hispanic black,Visit count,499000.0,82000.0,339000.0,659000.0,Yes
2016,By reason for visit,7,"7. Pain, site not referable to a specific body system",By race/ethnicity,Hispanic,Visit count,572000.0,115000.0,346000.0,798000.0,Yes
2016,By reason for visit,7,"7. Pain, site not referable to a specific body system",By region,Northeast,Visit count,703000.0,144000.0,422000.0,985000.0,Yes
2016,By reason for visit,7,"7. Pain, site not referable to a specific body system",By region,Midwest,Visit count,695000.0,117000.0,466000.0,923000.0,Yes
2016,By reason for visit,7,"7. Pain, site not referable to a specific body system",By region,South,Visit count,1129000.0,165000.0,806000.0,1453000.0,Yes
2016,By reason for visit,7,"7. Pain, site not referable to a specific body system",By region,West,Visit count,986000.0,195000.0,603000.0,1369000.0,Yes
2016,By reason for visit,7,"7. Pain, site not referable to a specific body system",By metropolitan statistical area (MSA),MSA,Visit count,2931000.0,300000.0,2343000.0,3519000.0,Yes
2016,By reason for visit,7,"7. Pain, site not referable to a specific body system",By metropolitan statistical area (MSA),Non-MSA,Visit count,583000.0,134000.0,319000.0,846000.0,Yes
2016,By reason for visit,7,"7. Pain, site not referable to a specific body system",By primary payment source,Private insurance,Visit count,1090000.0,132000.0,832000.0,1348000.0,Yes
2016,By reason for visit,7,"7. Pain, site not referable to a specific body system",By primary payment source,Medicare,Visit count,392000.0,75000.0,245000.0,540000.0,Yes
2016,By reason for visit,7,"7. Pain, site not referable to a specific body system",By primary payment source,Medicaid,Visit count,1242000.0,182000.0,887000.0,1598000.0,Yes
2016,By reason for visit,7,"7. Pain, site not referable to a specific body system",By primary payment source,Uninsured,Visit count,277000.0,62000.0,154000.0,399000.0,Yes
2016,By reason for visit,8,8. Back symptoms,Total,All visits,Visit count,3691000.0,359000.0,2988000.0,4395000.0,Yes
2016,By reason for visit,8,8. Back symptoms,By sex,Female,Visit count,1948000.0,208000.0,1539000.0,2356000.0,Yes
2016,By reason for visit,8,8. Back symptoms,By sex,Male,Visit count,1744000.0,201000.0,1350000.0,2137000.0,Yes
2016,By reason for visit,8,8. Back symptoms,By age,18-44 years old,Visit count,1748000.0,173000.0,1410000.0,2087000.0,Yes
2016,By reason for visit,8,8. Back symptoms,By age,45-64 years old,Visit count,1243000.0,178000.0,895000.0,1592000.0,Yes
2016,By reason for visit,8,8. Back symptoms,By age,65+ years old,Visit count,560000.0,109000.0,347000.0,773000.0,Yes
2016,By reason for visit,8,8. Back symptoms,By race/ethnicity,Non-Hispanic white,Visit count,2363000.0,285000.0,1805000.0,2922000.0,Yes
2016,By reason for visit,8,8. Back symptoms,By race/ethnicity,Non-Hispanic black,Visit count,603000.0,121000.0,366000.0,840000.0,Yes
2016,By reason for visit,8,8. Back symptoms,By race/ethnicity,Hispanic,Visit count,594000.0,115000.0,368000.0,820000.0,Yes
2016,By reason for visit,8,8. Back symptoms,By region,Northeast,Visit count,457000.0,114000.0,234000.0,680000.0,Yes
2016,By reason for visit,8,8. Back symptoms,By region,Midwest,Visit count,580000.0,112000.0,361000.0,800000.0,Yes
2016,By reason for visit,8,8. Back symptoms,By region,South,Visit count,1599000.0,242000.0,1124000.0,2074000.0,Yes
2016,By reason for visit,8,8. Back symptoms,By region,West,Visit count,1056000.0,211000.0,641000.0,1470000.0,Yes
2016,By reason for visit,8,8. Back symptoms,By metropolitan statistical area (MSA),MSA,Visit count,2958000.0,338000.0,2296000.0,3620000.0,Yes
2016,By reason for visit,8,8. Back symptoms,By metropolitan statistical area (MSA),Non-MSA,Visit count,733000.0,217000.0,308000.0,1158000.0,Yes
2016,By reason for visit,8,8. Back symptoms,By primary payment source,Private insurance,Visit count,920000.0,128000.0,668000.0,1172000.0,Yes
2016,By reason for visit,8,8. Back symptoms,By primary payment source,Medicare,Visit count,659000.0,102000.0,459000.0,860000.0,Yes
2016,By reason for visit,8,8. Back symptoms,By primary payment source,Medicaid,Visit count,1101000.0,143000.0,821000.0,1381000.0,Yes
2016,By reason for visit,8,8. Back symptoms,By primary payment source,Uninsured,Visit count,581000.0,125000.0,336000.0,826000.0,Yes
2016,By reason for visit,9,9. Vomiting,Total,All visits,Visit count,2769000.0,274000.0,2231000.0,3306000.0,Yes
2016,By reason for visit,9,9. Vomiting,By sex,Female,Visit count,1609000.0,181000.0,1255000.0,1963000.0,Yes
2016,By reason for visit,9,9. Vomiting,By sex,Male,Visit count,1159000.0,164000.0,837000.0,1481000.0,Yes
2016,By reason for visit,9,9. Vomiting,By age,0-17 years old,Visit count,1282000.0,181000.0,926000.0,1637000.0,Yes
2016,By reason for visit,9,9. Vomiting,By age,18-44 years old,Visit count,840000.0,107000.0,630000.0,1050000.0,Yes
2016,By reason for visit,9,9. Vomiting,By age,45-64 years old,Visit count,389000.0,79000.0,233000.0,544000.0,Yes
2016,By reason for visit,9,9. Vomiting,By age,65+ years old,Visit count,259000.0,64000.0,133000.0,384000.0,Yes
2016,By reason for visit,9,9. Vomiting,By race/ethnicity,Non-Hispanic white,Visit count,1638000.0,209000.0,1229000.0,2048000.0,Yes
2016,By reason for visit,9,9. Vomiting,By race/ethnicity,Non-Hispanic black,Visit count,598000.0,102000.0,398000.0,799000.0,Yes
2016,By reason for visit,9,9. Vomiting,By race/ethnicity,Hispanic,Visit count,435000.0,82000.0,274000.0,596000.0,Yes
2016,By reason for visit,9,9. Vomiting,By region,Northeast,Visit count,320000.0,77000.0,168000.0,471000.0,Yes
2016,By reason for visit,9,9. Vomiting,By region,Midwest,Visit count,497000.0,134000.0,234000.0,760000.0,Yes
2016,By reason for visit,9,9. Vomiting,By region,South,Visit count,1222000.0,180000.0,870000.0,1574000.0,Yes
2016,By reason for visit,9,9. Vomiting,By region,West,Visit count,730000.0,138000.0,460000.0,999000.0,Yes
2016,By reason for visit,9,9. Vomiting,By metropolitan statistical area (MSA),MSA,Visit count,2339000.0,267000.0,1817000.0,2862000.0,Yes
2016,By reason for visit,9,9. Vomiting,By metropolitan statistical area (MSA),Non-MSA,Visit count,429000.0,105000.0,222000.0,636000.0,Yes
2016,By reason for visit,9,9. Vomiting,By primary payment source,Private insurance,Visit count,492000.0,80000.0,336000.0,649000.0,Yes
2016,By reason for visit,9,9. Vomiting,By primary payment source,Medicare,Visit count,377000.0,81000.0,219000.0,535000.0,Yes
2016,By reason for visit,9,9. Vomiting,By primary payment source,Medicaid,Visit count,1356000.0,172000.0,1018000.0,1694000.0,Yes
2016,By reason for visit,10,10. Other symptoms/problems related to psychological and mental disorders,Total,All visits,Visit count,2132000.0,241000.0,1659000.0,2604000.0,Yes
2016,By reason for visit,10,10. Other symptoms/problems related to psychological and mental disorders,By sex,Female,Visit count,1089000.0,153000.0,788000.0,1389000.0,Yes
2016,By reason for visit,10,10. Other symptoms/problems related to psychological and mental disorders,By sex,Male,Visit count,1043000.0,136000.0,778000.0,1309000.0,Yes
2016,By reason for visit,10,10. Other symptoms/problems related to psychological and mental disorders,By age,18-44 years old,Visit count,808000.0,109000.0,595000.0,1021000.0,Yes
2016,By reason for visit,10,10. Other symptoms/problems related to psychological and mental disorders,By age,45-64 years old,Visit count,516000.0,83000.0,354000.0,679000.0,Yes
2016,By reason for visit,10,10. Other symptoms/problems related to psychological and mental disorders,By age,65+ years old,Visit count,573000.0,118000.0,343000.0,803000.0,Yes
2016,By reason for visit,10,10. Other symptoms/problems related to psychological and mental disorders,By race/ethnicity,Non-Hispanic white,Visit count,1396000.0,186000.0,1030000.0,1761000.0,Yes
2016,By reason for visit,10,10. Other symptoms/problems related to psychological and mental disorders,By race/ethnicity,Non-Hispanic black,Visit count,442000.0,84000.0,277000.0,606000.0,Yes
2016,By reason for visit,10,10. Other symptoms/problems related to psychological and mental disorders,By race/ethnicity,Hispanic,Visit count,207000.0,51000.0,108000.0,306000.0,Yes
2016,By reason for visit,10,10. Other symptoms/problems related to psychological and mental disorders,By region,Northeast,Visit count,417000.0,97000.0,226000.0,608000.0,Yes
2016,By reason for visit,10,10. Other symptoms/problems related to psychological and mental disorders,By region,Midwest,Visit count,326000.0,82000.0,165000.0,487000.0,Yes
2016,By reason for visit,10,10. Other symptoms/problems related to psychological and mental disorders,By region,South,Visit count,693000.0,131000.0,436000.0,950000.0,Yes
2016,By reason for visit,10,10. Other symptoms/problems related to psychological and mental disorders,By region,West,Visit count,696000.0,157000.0,389000.0,1003000.0,Yes
2016,By reason for visit,10,10. Other symptoms/problems related to psychological and mental disorders,By metropolitan statistical area (MSA),MSA,Visit count,1771000.0,215000.0,1350000.0,2192000.0,Yes
2016,By reason for visit,10,10. Other symptoms/problems related to psychological and mental disorders,By metropolitan statistical area (MSA),Non-MSA,Visit count,361000.0,106000.0,153000.0,569000.0,Yes
2016,By reason for visit,10,10. Other symptoms/problems related to psychological and mental disorders,By primary payment source,Private insurance,Visit count,429000.0,75000.0,283000.0,575000.0,Yes
2016,By reason for visit,10,10. Other symptoms/problems related to psychological and mental disorders,By primary payment source,Medicare,Visit count,566000.0,116000.0,338000.0,793000.0,Yes
2016,By reason for visit,10,10. Other symptoms/problems related to psychological and mental disorders,By primary payment source,Medicaid,Visit count,583000.0,96000.0,396000.0,771000.0,Yes
2017,By reason for visit,0,All reasons,Total,All visits,Visit count,138977000.0,10277000.0,118835000.0,159120000.0,Yes
2017,By reason for visit,0,All reasons,By sex,Female,Visit count,77215000.0,5846000.0,65757000.0,88674000.0,Yes
2017,By reason for visit,0,All reasons,By sex,Male,Visit count,61762000.0,4589000.0,52767000.0,70757000.0,Yes
2017,By reason for visit,0,All reasons,By age,0-17 years old,Visit count,33698000.0,4133000.0,25598000.0,41798000.0,Yes
2017,By reason for visit,0,All reasons,By age,18-44 years old,Visit count,53072000.0,4123000.0,44992000.0,61153000.0,Yes
2017,By reason for visit,0,All reasons,By age,45-64 years old,Visit count,29828000.0,2462000.0,25002000.0,34653000.0,Yes
2017,By reason for visit,0,All reasons,By age,65+ years old,Visit count,22379000.0,2068000.0,18325000.0,26433000.0,Yes
2017,By reason for visit,0,All reasons,By race/ethnicity,Non-Hispanic white,Visit count,77187000.0,6145000.0,65144000.0,89231000.0,Yes
2017,By reason for visit,0,All reasons,By race/ethnicity,Non-Hispanic black,Visit count,34846000.0,3486000.0,28015000.0,41678000.0,Yes
2017,By reason for visit,0,All reasons,By race/ethnicity,Hispanic,Visit count,22077000.0,3241000.0,15724000.0,28430000.0,Yes
2017,By reason for visit,0,All reasons,By race/ethnicity,Non-Hispanic other,Visit count,4866000.0,889000.0,3124000.0,6608000.0,Yes
2017,By reason for visit,0,All reasons,By region,Northeast,Visit count,18450000.0,3495000.0,11600000.0,25300000.0,Yes
2017,By reason for visit,0,All reasons,By region,Midwest,Visit count,36860000.0,5146000.0,26774000.0,46947000.0,Yes
2017,By reason for visit,0,All reasons,By region,South,Visit count,59389000.0,7000000.0,45670000.0,73109000.0,Yes
2017,By reason for visit,0,All reasons,By region,West,Visit count,24277000.0,4135000.0,16173000.0,32382000.0,Yes
2017,By reason for visit,0,All reasons,By metropolitan statistical area (MSA),MSA,Visit count,120450000.0,10174000.0,100509000.0,140391000.0,Yes
2017,By reason for visit,0,All reasons,By metropolitan statistical area (MSA),Non-MSA,Visit count,18527000.0,3067000.0,12517000.0,24538000.0,Yes
2017,By reason for visit,0,All reasons,By primary payment source,Private insurance,Visit count,33369000.0,2752000.0,27975000.0,38763000.0,Yes
2017,By reason for visit,0,All reasons,By primary payment source,Medicare,Visit count,25663000.0,2361000.0,21035000.0,30291000.0,Yes
2017,By reason for visit,0,All reasons,By primary payment source,Medicaid,Visit count,50917000.0,5283000.0,40563000.0,61271000.0,Yes
2017,By reason for visit,0,All reasons,By primary payment source,Uninsured,Visit count,11250000.0,1647000.0,8022000.0,14479000.0,Yes
2017,By reason for visit,0,All reasons,By primary payment source,Other,Visit count,4123000.0,677000.0,2796000.0,5451000.0,Yes
2017,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",Total,All visits,Visit count,12248000.0,1132000.0,10029000.0,14468000.0,Yes
2017,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By sex,Female,Visit count,8053000.0,748000.0,6587000.0,9519000.0,Yes
2017,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By sex,Male,Visit count,4195000.0,464000.0,3285000.0,5105000.0,Yes
2017,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By age,0-17 years old,Visit count,1967000.0,496000.0,994000.0,2940000.0,Yes
2017,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By age,18-44 years old,Visit count,6150000.0,577000.0,5018000.0,7282000.0,Yes
2017,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By age,45-64 years old,Visit count,2709000.0,322000.0,2078000.0,3339000.0,Yes
2017,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By age,65+ years old,Visit count,1423000.0,209000.0,1014000.0,1832000.0,Yes
2017,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By race/ethnicity,Non-Hispanic white,Visit count,6687000.0,658000.0,5397000.0,7977000.0,Yes
2017,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By race/ethnicity,Non-Hispanic black,Visit count,2851000.0,360000.0,2146000.0,3556000.0,Yes
2017,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By race/ethnicity,Hispanic,Visit count,2438000.0,500000.0,1459000.0,3418000.0,Yes
2017,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By race/ethnicity,Non-Hispanic other,Visit count,272000.0,69000.0,136000.0,408000.0,Yes
2017,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By region,Northeast,Visit count,1645000.0,374000.0,913000.0,2377000.0,Yes
2017,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By region,Midwest,Visit count,3255000.0,584000.0,2110000.0,4400000.0,Yes
2017,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By region,South,Visit count,5308000.0,791000.0,3757000.0,6858000.0,Yes
2017,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By region,West,Visit count,2040000.0,417000.0,1222000.0,2858000.0,Yes
2017,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By metropolitan statistical area (MSA),MSA,Visit count,11050000.0,1145000.0,8806000.0,13294000.0,Yes
2017,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By metropolitan statistical area (MSA),Non-MSA,Visit count,1198000.0,226000.0,756000.0,1640000.0,Yes
2017,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By primary payment source,Private insurance,Visit count,3598000.0,390000.0,2833000.0,4362000.0,Yes
2017,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By primary payment source,Medicare,Visit count,1902000.0,251000.0,1410000.0,2395000.0,Yes
2017,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By primary payment source,Medicaid,Visit count,4779000.0,639000.0,3526000.0,6032000.0,Yes
2017,By reason for visit,1,"1. Stomach and abdominal pain, cramps and spasms",By primary payment source,Uninsured,Visit count,940000.0,183000.0,581000.0,1299000.0,Yes
2017,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),Total,All visits,Visit count,6523000.0,540000.0,5464000.0,7581000.0,Yes
2017,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By sex,Female,Visit count,3923000.0,389000.0,3159000.0,4686000.0,Yes
2017,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By sex,Male,Visit count,2600000.0,251000.0,2108000.0,3093000.0,Yes
2017,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By age,0-17 years old,Visit count,511000.0,142000.0,232000.0,790000.0,Yes
2017,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By age,18-44 years old,Visit count,2337000.0,258000.0,1831000.0,2843000.0,Yes
2017,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By age,45-64 years old,Visit count,2378000.0,285000.0,1821000.0,2936000.0,Yes
2017,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By age,65+ years old,Visit count,1296000.0,151000.0,1001000.0,1592000.0,Yes
2017,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By race/ethnicity,Non-Hispanic white,Visit count,3678000.0,350000.0,2992000.0,4364000.0,Yes
2017,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By race/ethnicity,Non-Hispanic black,Visit count,1869000.0,242000.0,1394000.0,2344000.0,Yes
2017,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By race/ethnicity,Hispanic,Visit count,828000.0,144000.0,545000.0,1111000.0,Yes
2017,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By region,Northeast,Visit count,814000.0,196000.0,430000.0,1197000.0,Yes
2017,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By region,Midwest,Visit count,1462000.0,195000.0,1080000.0,1844000.0,Yes
2017,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By region,South,Visit count,3223000.0,418000.0,2404000.0,4041000.0,Yes
2017,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By region,West,Visit count,1025000.0,197000.0,638000.0,1411000.0,Yes
2017,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By metropolitan statistical area (MSA),MSA,Visit count,5644000.0,539000.0,4588000.0,6699000.0,Yes
2017,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By metropolitan statistical area (MSA),Non-MSA,Visit count,879000.0,157000.0,572000.0,1187000.0,Yes
2017,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By primary payment source,Private insurance,Visit count,1944000.0,258000.0,1437000.0,2450000.0,Yes
2017,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By primary payment source,Medicare,Visit count,1461000.0,193000.0,1082000.0,1840000.0,Yes
2017,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By primary payment source,Medicaid,Visit count,1782000.0,305000.0,1184000.0,2379000.0,Yes
2017,By reason for visit,2,2. Chest pain and related symptoms (not referable to body systems),By primary payment source,Uninsured,Visit count,488000.0,119000.0,254000.0,722000.0,Yes
2017,By reason for visit,3,3. Cough,Total,All visits,Visit count,5033000.0,524000.0,4006000.0,6059000.0,Yes
2017,By reason for visit,3,3. Cough,By sex,Female,Visit count,2760000.0,363000.0,2048000.0,3472000.0,Yes
2017,By reason for visit,3,3. Cough,By sex,Male,Visit count,2273000.0,253000.0,1776000.0,2769000.0,Yes
2017,By reason for visit,3,3. Cough,By age,0-17 years old,Visit count,2329000.0,298000.0,1745000.0,2912000.0,Yes
2017,By reason for visit,3,3. Cough,By age,18-44 years old,Visit count,1362000.0,233000.0,906000.0,1818000.0,Yes
2017,By reason for visit,3,3. Cough,By age,45-64 years old,Visit count,838000.0,114000.0,615000.0,1062000.0,Yes
2017,By reason for visit,3,3. Cough,By age,65+ years old,Visit count,504000.0,102000.0,303000.0,704000.0,Yes
2017,By reason for visit,3,3. Cough,By race/ethnicity,Non-Hispanic white,Visit count,2499000.0,267000.0,1976000.0,3023000.0,Yes
2017,By reason for visit,3,3. Cough,By race/ethnicity,Non-Hispanic black,Visit count,1367000.0,292000.0,794000.0,1939000.0,Yes
2017,By reason for visit,3,3. Cough,By race/ethnicity,Hispanic,Visit count,900000.0,172000.0,564000.0,1237000.0,Yes
2017,By reason for visit,3,3. Cough,By region,Northeast,Visit count,407000.0,94000.0,222000.0,592000.0,Yes
2017,By reason for visit,3,3. Cough,By region,Midwest,Visit count,1433000.0,289000.0,867000.0,1999000.0,Yes
2017,By reason for visit,3,3. Cough,By region,South,Visit count,2376000.0,379000.0,1633000.0,3118000.0,Yes
2017,By reason for visit,3,3. Cough,By region,West,Visit count,816000.0,196000.0,433000.0,1200000.0,Yes
2017,By reason for visit,3,3. Cough,By metropolitan statistical area (MSA),MSA,Visit count,4121000.0,485000.0,3170000.0,5073000.0,Yes
2017,By reason for visit,3,3. Cough,By metropolitan statistical area (MSA),Non-MSA,Visit count,911000.0,224000.0,473000.0,1350000.0,Yes
2017,By reason for visit,3,3. Cough,By primary payment source,Private insurance,Visit count,1005000.0,155000.0,702000.0,1308000.0,Yes
2017,By reason for visit,3,3. Cough,By primary payment source,Medicare,Visit count,663000.0,136000.0,396000.0,930000.0,Yes
2017,By reason for visit,3,3. Cough,By primary payment source,Medicaid,Visit count,2366000.0,341000.0,1698000.0,3035000.0,Yes
2017,By reason for visit,3,3. Cough,By primary payment source,Uninsured,Visit count,395000.0,94000.0,211000.0,580000.0,Yes
2017,By reason for visit,4,4. Shortness of breath,Total,All visits,Visit count,3988000.0,457000.0,3092000.0,4883000.0,Yes
2017,By reason for visit,4,4. Shortness of breath,By sex,Female,Visit count,2195000.0,271000.0,1664000.0,2726000.0,Yes
2017,By reason for visit,4,4. Shortness of breath,By sex,Male,Visit count,1793000.0,255000.0,1294000.0,2292000.0,Yes
2017,By reason for visit,4,4. Shortness of breath,By age,0-17 years old,Visit count,267000.0,68000.0,134000.0,399000.0,Yes
2017,By reason for visit,4,4. Shortness of breath,By age,18-44 years old,Visit count,941000.0,152000.0,644000.0,1238000.0,Yes
2017,By reason for visit,4,4. Shortness of breath,By age,45-64 years old,Visit count,1368000.0,216000.0,945000.0,1790000.0,Yes
2017,By reason for visit,4,4. Shortness of breath,By age,65+ years old,Visit count,1412000.0,195000.0,1030000.0,1794000.0,Yes
2017,By reason for visit,4,4. Shortness of breath,By race/ethnicity,Non-Hispanic white,Visit count,2553000.0,333000.0,1901000.0,3205000.0,Yes
